EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag_x,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V),Object_name,Vmag_y,rmag,Icmag,Kmag,T_VI,T_VK,T_rK,T_IK,Period,A_r,R_o,Tspec,RV,EWHa,D_EWHa,TiO2n,D_TiO2n,TiO5n,D_TiO5n,Tquiet,fs1,Tspot1,fs2,Tspot2,multi,Flag,RAJ2000,DEJ2000
211049322.0,034334.40+234542.8,55.89337,23.76191,HII129,11.47,9.33,2.03,5.4442,6.0929,,,0.028999999999999998,LC3,best,5.34,5.3,multi,no,no,no,yes,no,yes,no,no,no,HII129,9.32,2.03,0.92,5.39,0.96,5068.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211014750.0,034336.56+231234.3,55.90234,23.20954,HCG122,18.04,12.37,5.56,0.314,,,,0.063,LC1,best,0.31,,single,no,no,no,no,no,no,no,no,no,HCG122,12.36,5.56,0.23,9.27,0.44,3081.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211030439.0,034336.59+232714.1,55.90249,23.45393,HII146,14.52,10.73,3.68,3.0502,,,,0.051,LC2,best,3.05,10.0,single,no,no,yes,no,no,no,no,no,no,HII146,10.72,3.68,0.63,7.43,0.66,3831.0,-0.05,,Cl Melotte 22 146,14.52,13.955,12.71,10.725999999999999,3982.46,3912.98,3904.39,3791.64,3.05144382,0.0447,0.10284000000000001,3888.32,2.28,1.7891,2.0793,0.8784,-0.0382,0.7868,-0.0517,3982.46,0.364,3225.0,0.336,3370.0,0.0,1-1-1-1-1,55.902496,23.45393
211078780.0,034336.62+241356.2,55.9026,24.2323,HII134,14.37,10.13,4.13,0.349,0.3613,,,0.076,LC1,best,0.36,70.0,multi,no,no,no,no,no,yes,no,no,no,HII134,10.12,4.13,0.56,6.91,0.94,3603.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211089274.0,034336.92+242338.1,55.90384,24.39394,HII133,14.26,10.64,3.51,1.3696,1.3353,,,0.022000000000000002,LC1,best,1.36,17.5,multi,yes,yes,yes,no,yes,yes,no,no,no,HII133,10.63,3.51,0.66,7.3,0.66,3927.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211042045.0,034337.09+233832.1,55.90458,23.64227,SK630,,11.87,5.51,0.366,0.3137,,,0.036000000000000004,LC3,best,,,multi,no,no,no,no,no,yes,no,no,no,SK630,11.86,5.51,0.25,8.76,0.55,3095.0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211047687.0,034339.03+234405.3,55.91265,23.73483,HCG124,18.05,12.27,5.67,0.3049,0.2016,,,0.02,LC1,best,0.31,,multi,yes,no,no,no,no,yes,no,no,yes,HCG124,12.26,5.67,0.22,9.17,0.46,3051.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211045147.0,034339.71+234132.6,55.91548,23.6924,HHJ40,,13.57,5.96,0.294,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ40,13.56,5.96,0.19,10.49,0.26,2983.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211100748.0,034342.13+243423.3,55.92555,24.57316,HCG123,15.43,10.95,4.37,1.9343,,,,0.036000000000000004,LC1,ok,0.97,13.0,single,yes,no,no,no,no,no,no,no,no,HCG123,10.94,4.37,0.52,7.76,0.68,3495.0,0.29,,Cl* Melotte 22 HCG 123,15.43,14.969000000000001,13.12,10.955,3517.57,3510.66,3447.37,3497.83,0.96935886,0.0536,0.02559,3399.99,11.24,4.7168,4.6871,0.6896,-0.0796,0.5334,-0.0625,3517.57,0.59,2950.0,0.486,3040.0,0.0,1-1-1-1-1,55.92555600000001,24.573168
211099232.0,034343.14+243256.2,55.929759999999995,24.54895,DH283,,13.11,5.64,0.5793,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH283,13.1,5.64,0.22,10.01,0.31,3058.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211077607.0,034343.51+241250.2,55.93133,24.21397,DH284,,13.55,5.88,0.3123,,,,0.017,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH284,13.54,5.88,0.19,10.47,0.26,3001.0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211095292.0,034343.70+242915.7,55.932109999999994,24.48771,HHJ374,16.22,11.5,4.61,4.005,,,,0.028999999999999998,LC1,best,3.98,7.0,single,no,no,no,no,no,no,no,no,no,HHJ374,11.49,4.61,0.47,8.33,0.55,3396.0,0.03,,Cl* Melotte 22 HHJ 374,16.217,99.0,13.802999999999999,11.497,3433.29,3386.94,,3307.59,,,,3458.34,7.01,3.048,2.9998,0.7105,-0.0475,0.5639,-0.0167,3487.47,0.413,2980.0,0.16,3077.5,0.0,1-2-6-1-1,55.932117000000005,24.487710999999997
211005117.0,034344.96+230321.2,55.93735,23.0559,SK618,16.79,11.73,4.95,2.3235,,,,0.022000000000000002,LC1,best,2.32,,single,no,no,no,no,no,no,no,no,no,SK618,11.72,4.95,0.4,8.59,0.53,3269.0,0.19,,Cl* Melotte 22 SK618,16.79,99.0,14.181,11.731,3296.65,3243.31,,3162.94,,,,3346.04,5.06,3.6045,3.4344,0.6795,0.0001,0.5069,0.0244,3296.65,0.0,,0.0,,0.0,1-1-1-1-1,55.937355000000004,23.055908
211014883.0,034347.47+231242.4,55.94783,23.2118,HII186,10.52,8.56,1.85,5.0872,3.0125,,,0.019,LC3,best,5.09,11.1,multi,no,no,no,yes,yes,yes,no,no,no,HII186,8.55,1.85,0.96,4.51,1.34,5261.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211035702.0,034348.60+233221.7,55.95251,23.53937,HII189,13.96,10.56,3.29,9.4558,,,,0.025,LC3,best,9.87,4.7,multi,yes,yes,yes,yes,yes,no,no,no,no,HII189,10.55,3.29,0.69,7.16,0.66,4059.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211079794.0,034350.70+241450.8,55.96126999999999,24.24746,HII193,11.3,9.34,1.85,5.3638,,,,0.040999999999999995,LC3,best,5.39,6.5,multi,yes,yes,yes,yes,yes,no,no,no,no,HII193,9.33,1.85,0.96,5.3,0.9,5354.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211079141.0,034351.75+241416.1,55.965630000000004,24.23781,HCG128,,12.38,5.59,0.6467,,,,0.083,LC1,best,0.65,,single,no,no,no,no,no,no,no,no,no,HCG128,12.37,5.59,0.23,9.28,0.44,3073.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211117077.0,034352.14+245029.7,55.967259999999996,24.84159,HII191,14.5,10.65,3.74,3.0034,,,,0.066,LC2,best,3.02,9.1,single,no,no,yes,no,no,no,no,no,no,HII191,10.64,3.74,0.62,7.36,0.69,3799.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211091381.0,034355.68+242535.0,55.98203,24.426389999999998,HII212,14.3,10.65,3.54,4.4858,,,,0.063,LC1,best,4.53,10.0,single,no,no,no,no,no,no,no,no,no,HII212,10.64,3.54,0.65,7.32,0.66,3909.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211061316.0,034356.99+235705.9,55.987480000000005,23.95166,HCG135,17.93,12.3,5.52,0.8159,,,,0.048,LC1,best,0.82,,single,no,no,no,no,no,no,no,no,no,HCG135,12.29,5.52,0.23,9.39,0.37,3246.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211078145.0,034357.27+241320.4,55.988640000000004,24.222360000000002,HCG133,,12.37,5.35,0.7717,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG133,12.36,5.35,0.3,9.25,0.42,3141.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056809.0,034358.79+235257.8,55.995,23.88273,HII233,9.66,8.29,1.26,2.3969,,,,0.001,LC1,best,,14.1,multi,no,no,no,yes,yes,no,no,no,no,HII233,8.28,1.26,1.2,3.81,1.31,6241.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211035968.0,034400.59+233238.2,56.002469999999995,23.543960000000002,HII248,11.02,9.17,1.74,4.02,4.3542,,,0.023,LC3,best,4.09,12.1,multi,no,no,no,yes,yes,yes,no,no,no,HII248,9.16,1.74,1.0,5.05,0.97,5457.0,0.06,,Cl Melotte 22 248,11.02,10.815999999999999,10.17,9.199,5567.06,5570.22,5486.04,5572.45,4.08920956,0.0345,0.28186,5725.57,2.87,-1.7638,0.1265,0.9859,0.0034,0.9585,0.0028,5725.57,0.0,,0.0,,0.0,1-1-6-0-0,56.002472,23.543961
211055493.0,034401.67+235146.1,56.006969999999995,23.862820000000003,JRS26,17.22,11.99,5.12,0.7814,,,,0.023,LC1,ok,0.78,,single,no,no,no,no,no,no,no,no,no,JRS26,11.98,5.12,0.36,8.86,0.48,3212.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211096368.0,034403.53+243015.1,56.01474,24.5042,HII253,10.71,8.97,1.63,1.4758,,,,0.055,LC2,best,1.48,38.2,multi,no,no,no,yes,yes,no,no,no,no,HII253,8.96,1.63,1.03,4.77,1.08,5520.0,0.17,,Cl Melotte 22 253,10.71,10.623,9.91,8.953,5731.28,5657.14,5406.1,5604.87,1.47610497,0.0259,0.10198,5455.33,-3.71,-1.2651,0.6314,0.9772,-0.0054,0.9362,-0.0195,5731.28,0.21100000000000002,3530.0,0.369,3585.0,0.0,1-1-1-0-0,56.014748,24.504206
211081593.0,034404.83+241631.8,56.02016,24.2755,HII263,11.63,9.44,2.08,4.6762,5.1133,,,0.046,LC3,best,4.76,7.8,multi,no,no,no,yes,yes,yes,no,no,no,HII263,9.43,2.08,0.91,5.54,0.88,5098.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211006594.0,034408.80+230447.6,56.036669999999994,23.0799,HCG141,15.43,11.11,4.21,0.5739,,,,0.027000000000000003,LC1,best,0.57,44.0,single,no,no,yes,no,no,no,no,no,no,HCG141,11.1,4.21,0.54,7.9,0.61,3566.0,0.02,,Cl* Melotte 22 HCG 141,15.43,14.794,13.21,11.109000000000002,3591.93,3593.61,3627.8,3596.85,0.57365221,0.0999,0.01601,3621.59,6.65,2.9898,3.0044,0.7841,-0.0108,0.6452,0.0118,3591.93,0.12300000000000001,3080.0,0.0,,0.0,1-1-1-1-1,56.036678,23.079908
211010854.0,034409.30+230847.0,56.038790000000006,23.1464,HHJ186,,12.49,5.52,0.5153,,,,0.022000000000000002,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ186,12.48,5.52,0.23,9.38,0.41,3092.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211101750.0,034409.59+243522.4,56.03999,24.589560000000002,SK586,,12.06,4.99,3.8818,,,,0.022000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK586,12.05,4.99,0.39,8.92,0.46,3255.0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211081122.0,034409.90+241604.0,56.041290000000004,24.2678,HCG140,16.36,11.53,4.72,1.2348,,,,0.019,LC1,best,1.24,,single,yes,no,no,no,no,no,no,no,no,HCG140,11.52,4.72,0.44,8.37,0.56,3353.0,0.15,,Cl* Melotte 22 HCG 140,16.358,99.0,13.845,11.53,3361.44,3336.94,,3297.93,1.2384783,0.0642,0.027860000000000003,3401.36,9.39,4.4294,4.3028,0.702,-0.007,0.5363,0.0199,3361.44,0.081,2965.0,0.0,,0.0,1-1-1-1-1,56.04129399999999,24.267807
211115321.0,034410.94+244846.0,56.045609999999996,24.81278,UGCSJ034410.95+244845.7,,13.03,5.45,0.4745,,,,0.036000000000000004,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034410.95+244845.7,13.02,5.45,0.26,9.92,0.32,3112.0,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211025716.0,034411.20+232245.5,56.046690000000005,23.37933,HII296,11.45,9.37,1.97,2.5292,,,,0.048,LC2,best,2.61,14.7,multi,no,no,no,yes,yes,no,no,no,no,HII296,9.36,1.97,0.93,5.41,0.9,5215.0,0.1,,Cl Melotte 22 296,11.45,11.23,10.53,9.408,5368.18,5308.92,5187.62,5264.92,2.60863376,0.0419,0.15484,5174.24,1.81,-0.6395,0.8549,0.9768,-0.0046,0.9377,-0.0148,5368.18,0.151,3530.0,0.256,3590.0,0.0,1-1-1-0-0,56.04669200000001,23.37933
210762863.0,034411.90+191819.4,56.049609999999994,19.30539,DH318,15.1,11.05,3.94,7.4885,,,,0.033,LC3,best,7.41,,single,no,no,yes,no,no,no,no,no,no,DH318,11.04,3.94,0.59,7.8,0.6,3695.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056415.0,034412.12+235237.5,56.050540000000005,23.87709,HHJ217,17.9,12.57,5.22,0.6063,,,,0.013999999999999999,LC1,best,0.61,,single,no,no,no,no,no,no,no,no,no,HHJ217,12.56,5.22,0.33,9.45,0.38,3180.0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211066337.0,034413.06+240150.9,56.05446,24.030829999999998,HII298/HII299,10.88,8.73,2.04,6.1589,2.9323,,,0.019,LC3,best,,,multi,no,no,no,yes,yes,no,yes,no,no,HII298,9.55,1.19,1.25,4.96,0.86,5927.0,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
